Word,Conversions,Hops
KEVEL,KEVEL KEVER REVEL LEVEL,4
KEVEL,KEVEL KEVER REVEL,3
PIKED,PIKED PIPED,2
FLISK,FLISK FLICK FLASK,3
FLISK,FLISK FLICK,2
FLISK,FLISK FLICK FLASK FRISK,4
FERIA,FERIA FERIE,2
UNTIE,UNTIE UNTIL,2
DURAL,DURAL DUMAL DUCAL,3
DURAL,DURAL DUMAL DUCAL SURAL JURAL,5
DURAL,DURAL DUMAL,2
DURAL,DURAL DUMAL DUCAL SURAL,4
CAMIS,CAMIS CAMUS,2
CAMIS,CAMIS CAMUS CANIS CADIS,4
QUOIT,QUOIT QUOIN,2
QUOIT,QUOIT QUOIN QUOIL QUOIF,4
QUOIT,QUOIT QUOIN QUOIL,3
FECES,FECES FECKS,2
ADACT,ADACT ADAPT,2
MERRY,MERRY MURRY,2
MERRY,MERRY MURRY MARRY TERRY,4
MERRY,MERRY MURRY MARRY TERRY SERRY PERRY FERRY BERRY,8
MERRY,MERRY MURRY MARRY TERRY SERRY PERRY FERRY,7
MERRY,MERRY MURRY MARRY TERRY SERRY,5
MERRY,MERRY MURRY MARRY,3
MERRY,MERRY MURRY MARRY TERRY SERRY PERRY,6
PALSY,PALSY PANSY,2
CONCH,CONCH COUCH COACH,3
CONCH,CONCH COUCH,2
ETHEL,ETHEL ETHER,2
ETHEL,ETHEL ETHER ETHYL ETHAL,4
ETHER,ETHER OTHER,2
MINGE,MINGE MINCE,2
MINGE,MINGE MINCE MENGE MANGE,4
MINGE,MINGE MINCE MENGE,3
MINGE,MINGE MINCE MENGE MANGE SINGE,5
IMBAN,IMBAN IMBAY IMBAR,3
IMBAN,IMBAN IMBAY,2
ARRAY,ARRAY ARRAS,2
FRESH,FRESH FRUSH FLESH,3
FRESH,FRESH FRUSH,2
SNOOK,SNOOK SNOOD STOOK SPOOK,4
SNOOK,SNOOK SNOOD STOOK SPOOK SHOOK,5
SNOOK,SNOOK SNOOD,2
SNOOK,SNOOK SNOOD STOOK,3
BODLE,BODLE BODGE BOGLE,3
BODLE,BODLE BODGE,2
IMBAR,IMBAR IMBAY,2
AGILE,AGILE AXILE,2
AGILE,AGILE AXILE AVILE ANILE,4
AGILE,AGILE AXILE AVILE,3
TUNNY,TUNNY TINNY SUNNY,3
TUNNY,TUNNY TINNY SUNNY FUNNY,4
TUNNY,TUNNY TINNY SUNNY FUNNY DUNNY BUNNY,6
STOKE,STOKE STOVE STOTE,3
STOKE,STOKE STOVE STOTE STORE STOPE STONE STOLE STUKE STIKE,9
STOKE,STOKE STOVE,2
STOKE,STOKE STOVE STOTE STORE STOPE STONE STOLE STUKE STIKE SPOKE SLOKE SCOKE,12
STOKE,STOKE STOVE STOTE STORE STOPE STONE STOLE STUKE STIKE SPOKE SLOKE,11
STOKE,STOKE STOVE STOTE STORE,4
STOKE,STOKE STOVE STOTE STORE STOPE,5
STOKE,STOKE STOVE STOTE STORE STOPE STONE STOLE STUKE STIKE SPOKE,10
STOKE,STOKE STOVE STOTE STORE STOPE STONE STOLE,7
STOKE,STOKE STOVE STOTE STORE STOPE STONE,6
QUOTA,QUOTA QUOTH QUOTE,3
BELLE,BELLE BELLY,2
TWAIN,TWAIN TRAIN,2
SPANK,SPANK SPANG SPANE,3
SPANK,SPANK SPANG SPANE SPARK SPONK SPINK,6
SPANK,SPANK SPANG SPANE SPARK SPONK SPINK STANK SLANK,8
SPANK,SPANK SPANG SPANE SPARK SPONK SPINK STANK SLANK SHANK,9
SPANK,SPANK SPANG,2
SPANK,SPANK SPANG SPANE SPARK SPONK SPINK STANK,7
BUNGO,BUNGO BUNKO BONGO MUNGO,4
MEUTE,MEUTE METTE,2
POWER,POWER POSER PORER POLER POKER VOWER TOWER SOWER ROWER,9
POWER,POWER POSER,2
POWER,POWER POSER PORER POLER,4
POWER,POWER POSER PORER POLER POKER VOWER TOWER SOWER ROWER MOWER,10
POWER,POWER POSER PORER POLER POKER VOWER TOWER SOWER ROWER MOWER LOWER DOWER,12
POWER,POWER POSER PORER,3
POWER,POWER POSER PORER POLER POKER VOWER TOWER SOWER ROWER MOWER LOWER,11
POWER,POWER POSER PORER POLER POKER,5
POWER,POWER POSER PORER POLER POKER VOWER TOWER,7
POWER,POWER POSER PORER POLER POKER VOWER TOWER SOWER,8
POWER,POWER POSER PORER POLER POKER VOWER,6
POWER,POWER POSER PORER POLER POKER VOWER TOWER SOWER ROWER MOWER LOWER DOWER COWER BOWER,14
MOUSY,MOUSY MOUSE,2
MOUSY,MOUSY MOUSE TOUSY BOUSY,4
LETTE,LETTE LETTS LETHE RETTE METTE,5
LETTE,LETTE LETTS LETHE RETTE,4
LETTE,LETTE LETTS LETHE,3
LETTE,LETTE LETTS LETHE RETTE METTE FETTE,6
APAID,APAID APAIR APHID SPAID,4
SMIRK,SMIRK SMERK STIRK SHIRK,4
SMIRK,SMIRK SMERK STIRK,3
PLASH,PLASH PLASM PLUSH PLESH SLASH FLASH,6
PLASH,PLASH PLASM PLUSH PLESH SLASH FLASH CLASH,7
PLASH,PLASH PLASM PLUSH,3
PLASH,PLASH PLASM PLUSH PLESH SLASH,5
GAVEL,GAVEL GABEL NAVEL JAVEL,4
GAVEL,GAVEL GABEL NAVEL,3
FUSSY,FUSSY PUSSY,2
FUSSY,FUSSY PUSSY MUSSY,3
FUSSY,FUSSY PUSSY MUSSY HUSSY,4
THANE,THANE THANK THANA THAVE THINE,5
THANE,THANE THANK,2
HOOVE,HOOVE HOWVE,2
HOOVE,HOOVE HOWVE HOUVE,3
REAME,REAME REAVE,2
REAME,REAME REAVE REWME REUME,4
AGENT,AGENT AGEND,2
AGENT,AGENT AGEND AMENT,3
SMELT,SMELT SMOLT SMILT SMALT SWELT SPELT,6
SMELT,SMELT SMOLT SMILT,3
SMELT,SMELT SMOLT SMILT SMALT SWELT,5
SMELT,SMELT SMOLT SMILT SMALT,4
PATLY,PATLY PATTY FATLY,3
PATLY,PATLY PATTY,2
TONNE,TONNE TENNE NONNE FONNE BONNE,5
TONNE,TONNE TENNE NONNE FONNE,4
TONNE,TONNE TENNE NONNE,3
TONNE,TONNE TENNE,2
CATTY,CATTY CANTY CUTTY TATTY,4
CATTY,CATTY CANTY CUTTY TATTY PATTY NATTY,6
CATTY,CATTY CANTY CUTTY,3
CATTY,CATTY CANTY CUTTY TATTY PATTY NATTY FATTY BATTY,8
CATTY,CATTY CANTY CUTTY TATTY PATTY,5
SPIRT,SPIRT SPIRY SPIRE SPILT SPURT SPORT STIRT SKIRT,8
SPIRT,SPIRT SPIRY SPIRE SPILT SPURT SPORT STIRT SKIRT SHIRT,9
SPIRT,SPIRT SPIRY SPIRE SPILT SPURT SPORT STIRT,7
SPIRT,SPIRT SPIRY SPIRE SPILT,4
SPIRT,SPIRT SPIRY SPIRE SPILT SPURT,5
SPIRT,SPIRT SPIRY SPIRE,3
WEEDY,WEEDY NEEDY,2
WEEDY,WEEDY NEEDY HEEDY,3
UVATE,UVATE URATE,2
CURIO,CURIO CURIA TURIO,3
CHAJA,CHAJA CHARA,2
RENTE,RENTE RENNE RETTE,3
RENTE,RENTE RENNE,2
PUREE,PUREE PURED PURSE,3
PUREE,PUREE PURED PURSE PURRE,4
PUREE,PUREE PURED PURSE PURRE PURGE,5
CIZAR,CIZAR CIMAR CIGAR,3
MONAS,MONAS MONAL,2
MONAS,MONAS MONAL MONAD,3
DINER,DINER DIVER DICER VINER LINER,5
DINER,DINER DIVER DICER,3
DINER,DINER DIVER DICER VINER,4
DINER,DINER DIVER,2
FIELD,FIELD FIEND YIELD BIELD,4
MORES,MORES MOREL,2
MORES,MORES MOREL MORUS MOROS MOSES,5
MORES,MORES MOREL MORUS MOROS,4
ABATE,ABATE AMATE ALATE,3
ABATE,ABATE AMATE,2
MOREL,MOREL MORIL MORAL MOSEL,4
MOREL,MOREL MORIL MORAL MOSEL MODEL SOREL LOREL FOREL BOREL,9
MOREL,MOREL MORIL MORAL MOSEL MODEL SOREL LOREL FOREL,8
MOREL,MOREL MORIL MORAL MOSEL MODEL SOREL LOREL,7
MOREL,MOREL MORIL MORAL MOSEL MODEL SOREL,6
MOREL,MOREL MORIL,2
MOREL,MOREL MORIL MORAL,3
HOLLO,HOLLO HOLLY HOLLA,3
HOLLO,HOLLO HOLLY,2
HOLLO,HOLLO HOLLY HOLLA HULLO HELLO,5
SCIOT,SCIOT SCOOT,2
THUMP,THUMP THUMB TRUMP,3
FAGOT,FAGOT MAGOT CAGOT,3
GRENE,GRENE GREVE GREBE GRANE,4
GRENE,GRENE GREVE GREBE,3
FLASK,FLASK FLASH,2
FLASK,FLASK FLASH FLANK,3
FLASH,FLASH FLUSH FLOSH,3
FLASH,FLASH FLUSH FLOSH FLESH SLASH CLASH,6
FLASH,FLASH FLUSH FLOSH FLESH,4
FLASH,FLASH FLUSH FLOSH FLESH SLASH,5
SWAIP,SWAIP SWAMP,2
BOLUS,BOLUS BOLIS,2
BOLUS,BOLUS BOLIS BOLAS BONUS,4
PARA-,PARA- PARAM PARI-,3
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE CRAKE CRAIE CRETE,9
CRATE,CRATE CRAVE CRASE CRARE CRAPE,5
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE,6
CRATE,CRATE CRAVE CRASE,3
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE CRAKE CRAIE,8
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE CRAKE,7
CRATE,CRATE CRAVE,2
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE CRAKE CRAIE CRETE URATE,10
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE CRAKE CRAIE CRETE URATE PRATE,11
CRATE,CRATE CRAVE CRASE CRARE CRAPE CRANE CRAKE CRAIE CRETE URATE PRATE IRATE GRATE,13
XYLO-,XYLO- XYLOL,2
ROUTE,ROUTE ROUSE,2
ROUTE,ROUTE ROUSE ROUGE,3
AURIN,AURIN AURIC,2
AURIN,AURIN AURIC AUBIN AGRIN,4
DARKY,DARKY DARBY BARKY,3
WIDWE,WIDWE WILWE,2
PETER,PETER PETAR METER DETER,4
AMIGO,AMIGO AMIDO,2
CRORE,CRORE CRARE CHORE PRORE,4
CRORE,CRORE CRARE CHORE,3
ROIAL,ROIAL ROYAL,2
ROIAL,ROIAL ROYAL ROTAL,3
ROIAL,ROIAL ROYAL ROTAL RORAL,4
FAULE,FAULE FAULT,2
FAULE,FAULE FAULT FAULD FABLE FOULE MAULE,6
FAULE,FAULE FAULT FAULD FABLE,4
FAULE,FAULE FAULT FAULD FABLE FOULE,5
SHETE,SHETE SHETH,2
SHETE,SHETE SHETH SHUTE,3
SHETE,SHETE SHETH SHUTE SHOTE,4
SHETH,SHETH SEETH,2
HASTE,HASTE HASTY HATTE WASTE TASTE PASTE LASTE,7
HASTE,HASTE HASTY,2
HASTE,HASTE HASTY HATTE WASTE,4
HASTE,HASTE HASTY HATTE WASTE TASTE PASTE,6
HASTE,HASTE HASTY HATTE WASTE TASTE PASTE LASTE BASTE,8
HURRY,HURRY HURLY HARRY MURRY LURRY GURRY CURRY BURRY,8
HURRY,HURRY HURLY HARRY MURRY,4
HURRY,HURRY HURLY HARRY,3
HURRY,HURRY HURLY HARRY MURRY LURRY GURRY,6
HURRY,HURRY HURLY HARRY MURRY LURRY GURRY CURRY,7
NOVEL,NOVEL NOWEL,2
NOVEL,NOVEL NOWEL NOSEL NAVEL,4
RIVEN,RIVEN RIVET RIVER RIVEL,4
RIVEN,RIVEN RIVET,2
RIVEN,RIVEN RIVET RIVER RIVEL RIDEN,5
RIVEN,RIVEN RIVET RIVER,3
DERMA,DERMA TERMA,2
SOLVE,SOLVE SOAVE,2
SOLVE,SOLVE SOAVE SELVE SALVE,4
SOLVE,SOLVE SOAVE SELVE,3
SLIME,SLIME SLIMY,2
SLIME,SLIME SLIMY SLIVE,3
SLIME,SLIME SLIMY SLIVE SLIDE STIME,5
SLIME,SLIME SLIMY SLIVE SLIDE,4
SLIME,SLIME SLIMY SLIVE SLIDE STIME CLIME,6
SLIMY,SLIMY SLILY,2
GORSE,GORSE GORGE GORCE WORSE,4
GORSE,GORSE GORGE GORCE WORSE TORSE,5
GORSE,GORSE GORGE GORCE WORSE TORSE NORSE MORSE,7
GORSE,GORSE GORGE GORCE WORSE TORSE NORSE,6
GORSE,GORSE GORGE GORCE,3
GORSE,GORSE GORGE GORCE WORSE TORSE NORSE MORSE HORSE DORSE,9
GORSE,GORSE GORGE GORCE WORSE TORSE NORSE MORSE HORSE,8
GORSE,GORSE GORGE,2
BROSE,BROSE BROME BROKE,3
BROSE,BROSE BROME BROKE PROSE,4
BROSE,BROSE BROME BROKE PROSE EROSE,5
BROSE,BROSE BROME BROKE PROSE EROSE AROSE,6
BOOKY,BOOKY BOOTY BOOLY BOOBY ROOKY HOOKY COOKY,7
BOOKY,BOOKY BOOTY BOOLY BOOBY ROOKY HOOKY,6
BOOKY,BOOKY BOOTY BOOLY BOOBY,4
BOOKY,BOOKY BOOTY,2
NATCH,NATCH WATCH TATCH RATCH PATCH,5
NATCH,NATCH WATCH,2
NATCH,NATCH WATCH TATCH RATCH PATCH MATCH,6
NATCH,NATCH WATCH TATCH RATCH PATCH MATCH LATCH HATCH GATCH CATCH,10
NATCH,NATCH WATCH TATCH RATCH,4
NATCH,NATCH WATCH TATCH,3
NATCH,NATCH WATCH TATCH RATCH PATCH MATCH LATCH,7
NATCH,NATCH WATCH TATCH RATCH PATCH MATCH LATCH HATCH,8
-LOGY,-LOGY OLOGY,2
DUCAL,DUCAL DUCAT DUMAL,3
PRISM,PRISM PRISE,2
PRISE,PRISE PRIME PRIDE PROSE,4
PRISE,PRISE PRIME PRIDE PROSE PRASE POISE PEISE PAISE GRISE,9
PRISE,PRISE PRIME PRIDE PROSE PRASE,5
PRISE,PRISE PRIME PRIDE PROSE PRASE POISE,6
PRISE,PRISE PRIME PRIDE,3
PRISE,PRISE PRIME PRIDE PROSE PRASE POISE PEISE PAISE,8
PANYM,PANYM PANIM,2
NEIGH,NEIGH WEIGH SEIGH,3
EMBOX,EMBOX IMBOX,2
CHANK,CHANK CHANT CHARK,3
CHANK,CHANK CHANT CHARK CHALK CHUNK CHINK CRANK CLANK THANK,9
CHANK,CHANK CHANT CHARK CHALK CHUNK CHINK CRANK,7
CHANK,CHANK CHANT,2
CHANK,CHANK CHANT CHARK CHALK CHUNK CHINK CRANK CLANK,8
CHANK,CHANK CHANT CHARK CHALK CHUNK CHINK CRANK CLANK THANK SHANK,10
CHANK,CHANK CHANT CHARK CHALK CHUNK CHINK,6
PINUS,PINUS PICUS,2
PINUS,PINUS PICUS SINUS,3
PINUS,PINUS PICUS SINUS MINUS,4
SPEER,SPEER SPEET,2
SPEER,SPEER SPEET SPEIR SPEAR STEER SLEER,6
SPEER,SPEER SPEET SPEIR SPEAR STEER,5
SPEER,SPEER SPEET SPEIR SPEAR,4
SPEER,SPEER SPEET SPEIR SPEAR STEER SLEER SHEER,7
SPEER,SPEER SPEET SPEIR,3
GROUP,GROUP GROUT,2
SPEET,SPEET SPENT SPELT,3
SPEET,SPEET SPENT SPELT SWEET SLEET SKEET,6
SPEET,SPEET SPENT,2
SPEET,SPEET SPENT SPELT SWEET SLEET SKEET SHEET,7
SPEET,SPEET SPENT SPELT SWEET,4
SPEET,SPEET SPENT SPELT SWEET SLEET,5
GRAIP,GRAIP GRAIN,2
GRAIP,GRAIP GRAIN GRAIL GRASP,4
GRAIP,GRAIP GRAIN GRAIL,3
GRAIN,GRAIN GRAIL GROIN TRAIN,4
GRAIN,GRAIN GRAIL GROIN TRAIN DRAIN BRAIN,6
GRAIN,GRAIN GRAIL GROIN,3
GRAIN,GRAIN GRAIL GROIN TRAIN DRAIN,5
GRAIN,GRAIN GRAIL,2
KRENG,KRENG KRANG,2
TIMAL,TIMAL TIDAL,2
SCAMP,SCAMP SCAUP SCARP,3
SCAMP,SCAMP SCAUP SCARP SCALP,4
SCAMP,SCAMP SCAUP SCARP SCALP SWAMP,5
FLOUT,FLOUT FLOUR FLOAT,3
TILER,TILER TIVER TIMER,3
TILER,TILER TIVER TIMER TYLER,4
TILER,TILER TIVER TIMER TYLER PILER FILER,6
TILER,TILER TIVER TIMER TYLER PILER,5
TILER,TILER TIVER,2
DRANK,DRANK DRUNK PRANK,3
DRANK,DRANK DRUNK PRANK FRANK CRANK,5
DRANK,DRANK DRUNK PRANK FRANK CRANK BRANK,6
STOTE,STOTE STOVE,2
STOTE,STOTE STOVE STORE,3
STOTE,STOTE STOVE STORE STOPE,4
STOTE,STOTE STOVE STORE STOPE STONE STOLE STATE SMOTE,8
STOTE,STOTE STOVE STORE STOPE STONE STOLE,6
STOTE,STOTE STOVE STORE STOPE STONE STOLE STATE SMOTE SHOTE,9
STOTE,STOTE STOVE STORE STOPE STONE,5
PLENE,PLENE PLETE,2
PLENE,PLENE PLETE PLEBE PHENE,4
PLENE,PLENE PLETE PLEBE,3
RHINO,RHINO RHINE,2
PRINK,PRINK PRINT,2
PRINK,PRINK PRINT PRICK PRANK,4
PRINK,PRINK PRINT PRICK PRANK TRINK BRINK,6
PRINK,PRINK PRINT PRICK,3
PRINT,PRINT POINT GRINT,3
PRINT,PRINT POINT,2
AZOLE,AZOLE AZOTE ATOLE AMOLE,4
AZOLE,AZOLE AZOTE ATOLE,3
ZUNIS,ZUNIS FUNIS,2
JARDS,JARDS HARDS,2
ARGON,ARGON ARGOT ARGOL ARSON,4
ARGON,ARGON ARGOT,2
RENAL,RENAL RENAY REGAL RANAL VENAL,5
RENAL,RENAL RENAY REGAL,3
RENAL,RENAL RENAY REGAL RANAL VENAL PENAL,6
RENAL,RENAL RENAY REGAL RANAL,4
SKYEY,SKYEY SKYED,2
SKYED,SKYED SKIED SKEED,3
SKYED,SKYED SKIED,2
VILLA,VILLA VILLI VIOLA,3
GROND,GROND FROND BROND,3
GROND,GROND FROND,2
ANGLE,ANGLE ANKLE,2
ANGLE,ANGLE ANKLE ANILE ANCLE,4
ANGLE,ANGLE ANKLE ANILE,3
ANGLE,ANGLE ANKLE ANILE ANCLE INGLE ENGLE,6
ANGLE,ANGLE ANKLE ANILE ANCLE INGLE,5
KEEVE,KEEVE KERVE KIEVE REEVE,4
KEEVE,KEEVE KERVE KIEVE REEVE BEEVE,5
KEEVE,KEEVE KERVE,2
MEINE,MEINE MEYNE MESNE MELNE MAINE,5
MEINE,MEINE MEYNE MESNE,3
MEINE,MEINE MEYNE MESNE MELNE MAINE TEINE,6
MEINE,MEINE MEYNE MESNE MELNE MAINE TEINE SEINE,7
MEINE,MEINE MEYNE,2
ERECT,ERECT EXECT ELECT,3
WOVEN,WOVEN WOXEN WOPEN WOMEN WODEN HOVEN,6
WOVEN,WOVEN WOXEN WOPEN WOMEN WODEN,5
WOVEN,WOVEN WOXEN,2
WOVEN,WOVEN WOXEN WOPEN,3
TATTY,TATTY TATTA TUTTY TOTTY TITTY TETTY,6
TATTY,TATTY TATTA TUTTY TOTTY TITTY,5
TATTY,TATTY TATTA TUTTY TOTTY TITTY TETTY PATTY NATTY,8
TATTY,TATTY TATTA TUTTY,3
TATTY,TATTY TATTA,2
TATTY,TATTY TATTA TUTTY TOTTY TITTY TETTY PATTY NATTY FATTY BATTY,10
TATTY,TATTY TATTA TUTTY TOTTY TITTY TETTY PATTY,7
GUYLE,GUYLE GUILE,2
SPELT,SPELT SPELL SPELK SPENT SPILT SPALT,6
SPELT,SPELT SPELL SPELK SPENT SPILT SPALT SWELT,7
SPELT,SPELT SPELL,2
SPELT,SPELT SPELL SPELK SPENT,4
SPELT,SPELT SPELL SPELK SPENT SPILT,5
HUMPH,HUMPH HUMPY,2
HUMPY,HUMPY HEMPY LUMPY JUMPY,4
HUMPY,HUMPY HEMPY,2
PANED,PANED PANEL PATED MANED,4
PANED,PANED PANEL PATED,3
FULLY,FULLY FILLY,2
FULLY,FULLY FILLY FELLY SULLY HULLY,5
FULLY,FULLY FILLY FELLY SULLY HULLY GULLY DULLY,7
FULLY,FULLY FILLY FELLY SULLY HULLY GULLY DULLY CULLY BULLY,9
FULLY,FULLY FILLY FELLY SULLY HULLY GULLY DULLY CULLY,8
FULLY,FULLY FILLY FELLY SULLY HULLY GULLY,6
FULLY,FULLY FILLY FELLY,3
SPUME,SPUME SPUTE SPUKE,3
SPUME,SPUME SPUTE,2
DEARY,DEARY DEARN DEARE,3
DEARY,DEARY DEARN DEARE DECRY DIARY,5
DEARY,DEARY DEARN DEARE DECRY DIARY WEARY,6
DEARY,DEARY DEARN DEARE DECRY,4
CRYPT,CRYPT CREPT,2
DEARE,DEARE DEARN DEAVE,3
DEARE,DEARE DEARN DEAVE DERRE,4
HEARD,HEARD HEART,2
TEACH,TEACH TENCH REACH PEACH,4
TEACH,TEACH TENCH REACH PEACH MEACH LEACH,6
TEACH,TEACH TENCH REACH PEACH MEACH LEACH BEACH,7
TEACH,TEACH TENCH,2
TEACH,TEACH TENCH REACH,3
VENAL,VENAL PENAL,2
FORME,FORME FORTE FORGE FORCE,4
FORME,FORME FORTE FORGE,3
FORME,FORME FORTE,2
KORIN,KORIN KORAN MORIN,3
UNBAY,UNBAY UNBAR UNBAG,3
UNBAY,UNBAY UNBAR UNBAG UNBOY UNSAY,5
UNBAY,UNBAY UNBAR UNBAG UNBOY UNSAY UNPAY,6
UNBAY,UNBAY UNBAR UNBAG UNBOY UNSAY UNPAY UNLAY,7
LINER,LINER LINEN,2
LINER,LINER LINEN LIVER LIMER,4
LINER,LINER LINEN LIVER LIMER LIBER,5
LINER,LINER LINEN LIVER LIMER LIBER VINER,6
SCRAY,SCRAY SCRAW SCRAT SCRAP,4
SCRAY,SCRAY SCRAW SCRAT SCRAP STRAY,5
SCRAY,SCRAY SCRAW SCRAT,3
SCRAP,SCRAP SCRAW SCRAT SCRIP,4
SCRAP,SCRAP SCRAW SCRAT SCRIP STRAP,5
SCRAP,SCRAP SCRAW SCRAT,3
MUMMY,MUMMY MAMMY RUMMY GUMMY,4
MUMMY,MUMMY MAMMY,2
MUMMY,MUMMY MAMMY RUMMY,3
MUCID,MUCID MUCIN MUCIC,3
MUCID,MUCID MUCIN,2
MUCIC,MUCIC MUCIN,2
MUCIC,MUCIC MUCIN MUSIC,3
HERIE,HERIE HERTE HERSE,3
HERIE,HERIE HERTE HERSE HERNE,4
HERIE,HERIE HERTE HERSE HERNE SERIE,5
HERIE,HERIE HERTE HERSE HERNE SERIE FERIE,6
BAFTA,BAFTA BATTA BASTA,3
BAFTA,BAFTA BATTA,2
MORIN,MORIN MORIL MORIC MORIA,4
MORIN,MORIN MORIL MORIC,3
MORIN,MORIN MORIL,2
MORIN,MORIN MORIL MORIC MORIA MORON,5
OVINE,OVINE OVILE OPINE,3
KREEL,KREEL KNEEL CREEL,3
SHAKO,SHAKO SHAKE,2
ADAPT,ADAPT ADEPT,2
THING,THING THINE,2
THING,THING THINE THONG TYING,4
